PeopleSoft #,Reference #,"Reference #
(less special characters)",Item Description,Mfg Name,Area,Lev 1,Cart Name,Shelf,UNSPSC Desc (Commodity Code),Status Current,Comments
000000000000049582,FOL0102,FOL0102,DEVICE STABILIZER STATLOCK UNIVERSAL,MEDLINE INDUSTRIES INC,MAIN,AA01,MAIN AA01,_D40,03 Intravenous or arterial catheter position tapes or straps,Active,Room 2
000000000000152760,1528-2,15282,TAPE FOAM H2O RESIS MICROFOAM ELAS HYPALLRGNC 2INX5.5YD LF,MEDLINE INDUSTRIES INC,MAIN,AA01,MAIN AA01,_E05,08 Medical & surgical adherent tapes for general use,Active,Room 2
000000000000167005,1528-3,15283,TAPE FOAM H2O RESIS MICROFOAM ELAS HYPALLRGNC 3INX5.5YD LF,MEDLINE INDUSTRIES INC,MAIN,AA01,MAIN AA01,_E10,08 Medical & surgical adherent tapes for general use,Active,Room 2
000000000000162289,1533-0,15330,TAPE SURG PAPR POR MICROPORE HYPALLR 10YDX0.5IN LF TAN N/S,MEDLINE INDUSTRIES INC,MAIN,AA01,MAIN AA01,_E15,08 Medical & surgical adherent tapes for general use,Active,Room 2
000000000000162369,1533-1,15331,TAPE SURG PAPR POR MICROPORE HYPALLR 1INX10YD LNG LF TAN N/S,MEDLINE INDUSTRIES INC,MAIN,AA01,MAIN AA01,_E20,08 Medical & surgical adherent tapes for general use,Active,Room 2
000000000000209548,1530-1,15301,TAPE SURG PAPR POR MICROPORE HYPALLR LNG 10YDX1IN LF WHT N/S,MEDLINE INDUSTRIES INC,MAIN,AA01,MAIN AA01,_E25,08 Medical & surgical adherent tapes for general use,Active,Room 2
000000000000067083,1530-2,15302,TAPE SURG PAPR POR MICROPORE HYPALLR LNG 10YDX2IN LF WHT N/S,MEDLINE INDUSTRIES INC,MAIN,AA01,MAIN AA01,_E30,08 Medical & surgical adherent tapes for general use,Active,Room 2
000000000000083769,1538-1,15381,TAPE SURG SILK-LIKE DURAPORE HYPALLRGNC 1INX10YD LF WHT,MEDLINE INDUSTRIES INC,MAIN,AA01,MAIN AA01,_E35,08 Medical & surgical adherent tapes for general use,Active,Room 2
000000000000053851,1538-2,15382,TAPE SURG SILK-LIKE DURAPORE HYPALLRGNC 2INX10YD LF WHT,MEDLINE INDUSTRIES INC,MAIN,AA01,MAIN AA01,_E40,08 Medical & surgical adherent tapes for general use,Active,Room 2
000000000000001507,1527-1,15271,TAPE SURG PLST POR TRANSPORE HYPALLR 1INX10YD LNG LF CLR N/S,MEDLINE INDUSTRIES INC,MAIN,AA01,MAIN AA01,_E45,08 Medical & surgical adherent tapes for general use,Active,Room 2
000000000000064467,1527-2,15272,TAPE SURG PLST POR TRANSPORE HYPALLR 2INX10YD LNG LF CLR N/S,MEDLINE INDUSTRIES INC,MAIN,AA01,MAIN AA01,_E50,08 Medical & surgical adherent tapes for general use,Active,Room 2
000000000000183269,2864,2864,TAPE SURG CLTH BREATHBLE MEDIPORE HI ADH SOFT 4INX10YD STD,MEDLINE INDUSTRIES INC,MAIN,AA01,MAIN AA01,_E55,08 Medical & surgical adherent tapes for general use,Active,Room 2
000000000000576153,A947316,A947316,TRAY FOL SURESTEP LUBRI-SIL DRNG BG STBL DEVICE 16FR A947316,MEDLINE INDUSTRIES INC,MAIN,AA01,MAIN AA01,_E60,15 Latex intermittent urinary catheterization kits,Active,Room 2
000000000000588170,TRG400S,TRG400S,GLV EXAM NITRILE PF SML LF,MEDLINE INDUSTRIES INC,MAIN,AA01,MAIN AA01,_F05,03 Medical exam or non surgical procedure gloves,Active,Room 2
000000000000588169,TRG400M,TRG400M,GLV EXAM NITRILE PF MED LF,MEDLINE INDUSTRIES INC,MAIN,AA01,MAIN AA01,_F10,03 Medical exam or non surgical procedure gloves,Active,Room 2
000000000000588168,TRG400L,TRG400L,GLV EXAM NITRILE PF LRG LF,MEDLINE INDUSTRIES INC,MAIN,AA01,MAIN AA01,_F15,03 Medical exam or non surgical procedure gloves,Active,Room 2
000000000000490414,2302,2302,CORD ALERT TRIP NO MORE 8X24IN,BARRIERSAFE SOLUTIONS INTERNATIONAL INC,MAIN,AA01,MAIN AA01,_F20,11 Lighting Cord Set,Active,Room 2
000000000001030168,MUP1266P,MUP1266P,UNDERPAD INC PPL BACKING MOD ABS DLX WT NO POLY PD 30X30IN,MEDLINE INDUSTRIES INC,MAIN,AA01,MAIN AA01,_F25,01 Hospital underpads,Active,Room 2
000000000001022786,876,876,BLKT WRMNG HYPOTHERMIA ADLT 25X64IN DISP,MEDLINE INDUSTRIES INC,MAIN,AA01,MAIN AA01,_F30,06 Therapeutic heating or cooling blankets or drapes,Active,Room 2
000000000001004711,DLS271086,DLS271086,CONTNR MULTI PURP HDPE GLOBE SCIENTIFIC 86 OZ W/SNAP LID,MEDLINE INDUSTRIES INC,MAIN,AA01,MAIN AA01,_F35,18 Specimen collection container,Active,Room 2
000000000001015190,IAS5-120LP,IAS5120LP,SYS ACS ENDO PORT AND OBT LP BLADLESS OPT TIP 5X120MM,CONMED CORPORATION,MAIN,AA02,MAIN AA02,_A05,78 Endoscopic trocars or sheathes or obturators or cannula,Active,Room 2
000000000001019632,IAS8-120LP,IAS8120LP,SYS ACS ENDO PORT AND OBT LP AIRSEAL 8X120MM STER DISP,CONMED CORPORATION,MAIN,AA02,MAIN AA02,_A10,78 Endoscopic trocars or sheathes or obturators or cannula,Active,Room 2
000000000001017369,IAS12-120LPI,IAS12120LPI,PORT TROCAR ACS 12X120MM LGTH LF STER W/BLADELESS OPT TIP,CONMED CORPORATION,MAIN,AA02,MAIN AA02,_A15,78 Endoscopic trocars or sheathes or obturators or cannula,Active,Room 2
000000000000582437,IASB5-150,IASB5150,PORT ACS SMOOTH W/BLUNT TIP 5X150MM,CONMED CORPORATION,MAIN,AA02,MAIN AA02,_A20,35 Endoscopic trocar or sheath or obturator or cannula,Active,Room 2
000000000001900425,IAS8-DV,IAS8DV,CAP ACCESS 8MM AIRSEAL LAPAROSCOPIC STERILE DISPOSABLE CANNU,CONMED CORPORATION,MAIN,AA02,MAIN AA02,_A25,78 Endoscopic trocars or sheathes or obturators or cannula,Active,Room 2
000000000001900426,ASM-EVAC1-BI,ASMEVAC1BI,SET TUBING AIRSEAL INSUFF ENDO S DISP BIFR FLTR TUBESET W/,CONMED CORPORATION,MAIN,AA02,MAIN AA02,_A30,17 Medical gas products,Active,Room 2
000000000001012785,ASM-EVAC1,ASMEVAC1,ST TB MALL SMOKE EVAC FILTERED TRI-LUMEN ERGONOMIC HNDL DISP,CONMED CORPORATION,MAIN,AA02,MAIN AA02,_A36,24 Surgical smoke evacuators,Active,Room 2
000000000001441683,ECH60R,ECH60R,REINFRC STAPLE LINE ECHELON ENDOPATH 60MM,MEDLINE INDUSTRIES INC,MAIN,AA02,MAIN AA02,_A40,09 Staplers for internal use,Active,Room 2
000000000001907509,PSDA60GIATHN,PSDA60GIATHN,STAPLER LINE-REINFORCEMENT 60MM 0.45-0.86MM PERI-STRIPS DRY,BAXTER HEALTHCARE CORP,MAIN,AA02,MAIN AA02,_A45,13 Surgical mesh or tissue barrier products,Active,Room 2
000000000001904070,480440,480440,INST ELCTRSRG DAVINCI ENERGY ROBOTIC BPLR SYNCHROSEAL 8MM,INTUITIVE SURGICAL INC,MAIN,AA02,MAIN AA02,_A50,02 Surgical clamps or clips or forceps,Active,Room 2
000000000001469752,5232SB-5,5232SB5,VISIGI 3D SLEEVE CALIBRATION SYSTEM SHORT WIL BULB FOR BYPAS,BOEHRINGER LABORATORIES LLC,MAIN,AA02,MAIN AA02,_B05,03 Gastric decompression tubes,Active,Room 2
000000000001469753,5240B-5,5240B5,VISIGI 3D SLEEVE CALIBRATION SYSTEM SIZE 40F W/BULB,BOEHRINGER LABORATORIES LLC,MAIN,AA02,MAIN AA02,_B10,03 Gastric decompression tubes,Active,Room 2
000000000001007691,48630M,48630M,RELOAD STAPLER DA VINCI ENDOWRIST ROBOTIC 3.5MM 30MM GRY,INTUITIVE SURGICAL INC,MAIN,AA02,MAIN AA02,_B15,11 Medical staples or reload cartridges for internal use,Active,Room 2
000000000001156737,48345T,48345T,RELOAD STAPLER SYS SURG SUREFORM 45 6 ROW 4.6MM BLK,INTUITIVE SURGICAL INC,MAIN,AA02,MAIN AA02,_B16,01 Surgical robotic clip application instrument,Active,Room 2
000000000001021461,48360T,48360T,RELOAD STAPLE DA VINCI SUREFORM 60MM BLK,INTUITIVE SURGICAL INC,MAIN,AA02,MAIN AA02,_B17,11 Medical staples or reload cartridges for internal use,Active,Room 2
000000000001002914,48630W,48630W,STAPLE ENDOWRIST 30 WHT RELOAD,INTUITIVE SURGICAL INC,MAIN,AA02,MAIN AA02,_B20,01 Surgical robotic clip application instrument,Active,Room 2
000000000001156742,48345W,48345W,RELOAD STAPLER SYS SURG SUREFORM 45 6 ROW 2.5MM WHT,INTUITIVE SURGICAL INC,MAIN,AA02,MAIN AA02,_B21,01 Surgical robotic clip application instrument,Active,Room 2
000000000001021462,48360W,48360W,RELOAD STAPLE DA VINCI SUREFORM 60MM WHT,INTUITIVE SURGICAL INC,MAIN,AA02,MAIN AA02,_B25,11 Medical staples or reload cartridges for internal use,Active,Room 2
000000000001002913,48630G,48630G,RELOAD STAPLER ENDO DA VINCI ENDOWRIST 50 FIRES 30MM GRN,INTUITIVE SURGICAL INC,MAIN,AA02,MAIN AA02,_B30,01 Surgical robotic clip application instrument,Active,Room 2
000000000001156736,48345G,48345G,RELOAD STAPLER SYS SURG SUREFORM 45 6 ROW 4.3MM GRN,INTUITIVE SURGICAL INC,MAIN,AA02,MAIN AA02,_B31,01 Surgical robotic clip application instrument,Active,Room 2
000000000001021460,48360G,48360G,RELOAD STAPLE DA VINCI SUREFORM 60MM GRN,INTUITIVE SURGICAL INC,MAIN,AA02,MAIN AA02,_B35,11 Medical staples or reload cartridges for internal use,Active,Room 2
000000000001002915,48630B,48630B,RELOAD STAPLER ENDO DA VINCI ENDOWRIST 50 FIRES 30MM BLU,INTUITIVE SURGICAL INC,MAIN,AA02,MAIN AA02,_B40,01 Surgical robotic clip application instrument,Active,Room 2
000000000001156732,48345B,48345B,RELOAD STAPLER SYS SURG SUREFORM 45 6 ROW 3.5MM BLU,INTUITIVE SURGICAL INC,MAIN,AA02,MAIN AA02,_B41,01 Surgical robotic clip application instrument,Active,Room 2
000000000001021459,48360B,48360B,RELOAD STAPLE DA VINCI SUREFORM 60MM BLU,INTUITIVE SURGICAL INC,MAIN,AA02,MAIN AA02,_B45,11 Medical staples or reload cartridges for internal use,Active,Room 2
000000000000589597,470015,470015,DRAPE ARM ROBOTIC DA VINCI XI 21X19X10.5IN LF STER DISP,INTUITIVE SURGICAL INC,MAIN,AA02,MAIN AA02,_C05,15 Surgical equipment covers,Active,Room 2
000000000000589598,470341,470341,DRAPE CLMN DA VINCI XI 14X6.5X5IN LF STER DISP,INTUITIVE SURGICAL INC,MAIN,AA02,MAIN AA02,_C10,15 Surgical equipment covers,Active,Room 2
000000000001015356,TRS-ROBO-8,TRSROBO8,BG RETRV TISS SYS NYL ANCH ROBOT TROC SZ 8MM 5.1X14CM 125ML,MEDLINE INDUSTRIES INC,MAIN,AA02,MAIN AA02,_D05,26 Surgical specimen collection traps or containers,Active,Room 2
000000000001018164,470360,470360,OBT LAP BLADELESS WECK VISTA LNG 8MM LF STER DISP,INTUITIVE SURGICAL INC,MAIN,AA02,MAIN AA02,_D10,12 Surgical robotic trocar or sheath or obturator or cannula,Active,Room 2
000000000000589584,470381,470381,REDCR CANN ENDOWRIST 12-8MM,INTUITIVE SURGICAL INC,MAIN,AA02,MAIN AA02,_D15,12 Surgical robotic trocar or sheath or obturator or cannula,Active,Room 2
000000000000591151,470359,470359,OBT ENDO OPT ENDOWRIST BLADELESS 8MM STD ROBOTIC DAVINCI VI,INTUITIVE SURGICAL INC,MAIN,AA02,MAIN AA02,_D20,12 Surgical robotic trocar or sheath or obturator or cannula,Active,Room 2
000000000000080372,400180,400180,COVER TIP SCISSOR CURVED MONOPOLAR,INTUITIVE SURGICAL INC,MAIN,AA02,MAIN AA02,_D25,11 Surgical robotic ultrasonic energy instrument,Active,Room 2
000000000000589589,410370,410370,Stapler Endowrist Sheath,INTUITIVE SURGICAL INC,MAIN,AA02,MAIN AA02,_D30,12 Surgical robotic trocar or sheath or obturator or cannula,Active,Room 2
000000000002050323,470500,470500,TB CANN UNIV SEAL ACS STER 5MM,INTUITIVE SURGICAL INC,MAIN,AA02,MAIN AA02,_D35,39 Endoscopic valves,Active,Room 2
000000000000431060,15505/25,1550525,GAUGE ROLL KITTENER XRAY DETECTABLE,CAREFREE SURGICAL SPECIALTIES INC,MAIN,AA02,MAIN AA02,_D40,06 Laparotomy or x-ray detectable surgical specialty sponge,Active,Room 2
000000000000461933,220-90,22090,SOL LUBRICATION KT SEAL AND INST DROPR BTL TOP ENDO-LUBE 6G,MEDLINE INDUSTRIES INC,MAIN,AA02,MAIN AA02,_D50,06 Instrument lubricants or milk,Active,Room 2
000000000001006703,480299,480299,IRRIG SUCT ENDOWRIST 45 DEG 8MM STER DISP,INTUITIVE SURGICAL INC,MAIN,AA02,MAIN AA02,_E05,01 Surgical irrigation or suction handpieces or cannulas,Active,Room 2
000000000001904071,480445,480445,STAPLER SUREFORM SURG STAPLER SYS 45 INST,INTUITIVE SURGICAL INC,MAIN,AA02,MAIN AA02,_E10,01 Surgical robotic clip application instrument,Active,Room 2
000000000001019842,480460,480460,STAPLER DA VINCI STAPLING SUREFORM 60,INTUITIVE SURGICAL INC,MAIN,AA02,MAIN AA02,_E15,29 Surgical Robotic Knot Pusher Or Delivery System,Active,Room 2
000000000001019470,480422,480422,SEALER VESSEL CAUT BPLR DA VINCI XI ENDOWRIST EXT 8MM,INTUITIVE SURGICAL INC,MAIN,AA02,MAIN AA02,_E20,11 Surgical robotic ultrasonic energy instrument,Active,Room 2
000000000000589602,470347,470347,Tip-Up Fenestrated Grasper Da Vinci,INTUITIVE SURGICAL INC,MAIN,AA02,MAIN AA02,_E25,04 Surgical robotic grasper & forecep,Active,Room 2
000000000000589607,470179,470179,Monopolar Scissors Da Vinci Cvd,INTUITIVE SURGICAL INC,MAIN,AA02,MAIN AA02,_E35,03 Surgical robotic electrocautery instrument,Active,Room 2
000000000001170438,471405,471405,Forced Bipolar Instrument 8MM Pointed One End,INTUITIVE SURGICAL INC,MAIN,AA02,MAIN AA02,_E40,04 Surgical robotic grasper & forecep,Active,Room 2
000000000000591158,470194,470194,Mega Needle Driver 8MMx31.75CM DaVinci XI Open Jaw,INTUITIVE SURGICAL INC,MAIN,AA02,MAIN AA02,_F05,07 Surgical robotic needle driver,Active,Room 2
000000000001170432,471006,471006,Needle Driver LG,INTUITIVE SURGICAL INC,MAIN,AA02,MAIN AA02,_F10,14 Intraosseous Needle Driver Or Injection Gun,Active,Room 2
000000000001170442,471205,471205,Fenestrated Bipolar Forceps 2.8CM Jaw,INTUITIVE SURGICAL INC,MAIN,AA02,MAIN AA02,_F15,04 Surgical robotic grasper & forecep,Active,Room 2
000000000001170436,471093,471093,Endowrist Prograsp Forceps 8MM Robotic,INTUITIVE SURGICAL INC,MAIN,AA02,MAIN AA02,_F20,04 Surgical robotic grasper & forecep,Active,Room 2
000000000000591164,470207,470207,Tenaculum Forceps 8MM Da Vinci,INTUITIVE SURGICAL INC,MAIN,AA02,MAIN AA02,_F25,04 Surgical robotic grasper & forecep,Active,Room 2
000000000001170435,471049,471049,Cadiere Forceps 8MM,INTUITIVE SURGICAL INC,MAIN,AA02,MAIN AA02,_F30,04 Surgical robotic grasper & forecep,Active,Room 2
000000000001170439,471172,471172,Maryland Bipolar Forceps,INTUITIVE SURGICAL INC,MAIN,AA02,MAIN AA02,_F35,04 Surgical robotic grasper & forecep,Active,Room 2
000000000000591156,470183,470183,Cautery Hook 8MM Permanent,INTUITIVE SURGICAL INC,MAIN,AA02,MAIN AA02,_F40,05 Surgical robotic hook instrument,Active,Room 2
000000000001170445,471309,471309,Mega Suturecut Needle Driver,INTUITIVE SURGICAL INC,MAIN,AA02,MAIN AA02,_F45,14 Intraosseous Needle Driver Or Injection Gun,Active,Room 2
000000000000589592,470327,470327,Clip Applier MED-LG,INTUITIVE SURGICAL INC,MAIN,AA02,MAIN AA02,_F50,01 Surgical robotic clip application instrument,Active,Room 2
000000000000591153,470230,470230,Clip Applier LG,INTUITIVE SURGICAL INC,MAIN,AA02,MAIN AA02,_F55,01 Surgical robotic clip application instrument,Active,Room 2
000000000001170433,471400,471400,Bipolar Grasper Long,INTUITIVE SURGICAL INC,MAIN,AA02,MAIN AA02,_F60,04 Surgical robotic grasper & forecep,Active,Room 2
000000000001170440,471190,471190,Cobra Grasper,INTUITIVE SURGICAL INC,MAIN,AA02,MAIN AA02,_F65,04 Surgical robotic grasper & forecep,Active,Room 2
000000000000591976,470184,470184,Cautery Spatula 32.26CM Permanent,INTUITIVE SURGICAL INC,MAIN,AA02,MAIN AA02,_F70,43 Electrosurgical or electrocautery accessories or attach,Active,Room 2
000000000001003097,470530,470530,Da Vinci XI Stapler Tip Cvd 30 DEG Dbl Armed,INTUITIVE SURGICAL INC,MAIN,AA02,MAIN AA02,_F75,01 Surgical robotic clip application instrument,Active,Room 2
000000000000501595,155-2393,1552393,CATHETER EPIDURAL BREVI-CATH 19GA,EPIMED INTERNATIONAL INC,MAIN,AA03,MAIN AA03,_A15,35 Anesthesia nerve block tray or needle,Active,Room 2
000000000000430985,UPP-110HD/10,UPP110HD10,PAPER PRNT HI DNSTY THRML SENSITIVE 270 PRINT/RL 10RL/BX,CADMET INC,MAIN,AA03,MAIN AA03,_D05,18 Thermal paper,Active,Room 2
000000000000457961,UPP-110HG/10,UPP110HG10,PAPER PRNT HI GLOSS THERMALSENSITIVE FOR UP-895MD 897 240/RL,CADMET INC,MAIN,AA03,MAIN AA03,_D10,18 Thermal paper,Active,Room 2
000000000000434799,0240-080-231,0240080231,LTR MEDIA SDP1000 FOR PRNT SEPC-110 8.5X11IN,STRYKER ENDOSCOPY,MAIN,AA03,MAIN AA03,_D15,10 Endoscopic printers or access,Active,Room 2
000000000000421065,0240-080-232,0240080232,KT MEDIA PAPER W/INK FOR SDP1000,STRYKER ENDOSCOPY,MAIN,AA03,MAIN AA03,_D20,10 Endoscopic printers or access,Active,Room 2
000000000000514784,TD1-13,TD113,LBL PHARMACY INFO SYS DIR THRML WHT 1X3IN,MEDLINE INDUSTRIES INC,MAIN,AA03,MAIN AA03,_D25,01 General use medical labels,Active,Room 2
000000000000706789,LTSP3000,LTSP3000,SOLIDIF FLU SAF-T-TOP LTS PLS DSPN LIQ TX SLDFY 3000ML,MEDLINE INDUSTRIES INC,MAIN,AA03,MAIN AA03,_D30,01 Medical fluid solidifiers,Active,Room 2
000000000001928115,P86984,P86984,CANNISTER SPR SNI-CLTH XL,MEDLINE INDUSTRIES INC,MAIN,AA03,MAIN AA03,_D35,08 Cleaning wipes for diagnostic equipment,Active,Room 2
000000000001003705,1505J5,1505J5,CLNR INST PRE-KLENZ PNT OF USE SPR 13.5 OZ,MEDLINE INDUSTRIES INC,MAIN,AA03,MAIN AA03,_E05,08 Cleaning wipes for diagnostic equipment,Active,Room 2
000000000000474310,556000000,556000000,LUBE INST SILKOSPRAY 500ML LF N/S,MEDLINE INDUSTRIES INC,MAIN,AA03,MAIN AA03,_E10,06 Instrument lubricants or milk,Active,Room 2
000000000000574835,NON90540WM,NON90540WM,KT POST-MORTEM ADLT 36X90IN,MEDLINE INDUSTRIES INC,MAIN,AA03,MAIN AA03,_E15,02 Body bag,Active,Room 2
000000000000397264,0406-620-125,0406620125,CANN STR TCU410 22GA 10MM ACTIVE TIP 100MM LGTH DISP,STRYKER CORP,MAIN,AA03,MAIN AA03,_A05,01 Surgical irrigation or suction handpieces or cannulas,Active,Room 2
000000000000474774,0406-630-015,0406630015,CANN MONOPOLAR CRV ACTIVE TIP 50MM 20GA 5MM FOR RF GENTR,STRYKER CORP,MAIN,AA03,MAIN AA03,_A10,24 Endoscopic monopolar or bipolar hand instruments,Active,Room 2
000000000000126829,0406-630-115,0406630115,CANN MONOPOLAR CRV RF GENTR 20GA 100MM LGTH 5MM ACTIVE TIP,STRYKER CORP,MAIN,AA03,MAIN AA03,_A15,24 Endoscopic monopolar or bipolar hand instruments,Active,Room 2
000000000000016244,59001,59001,SPECULA VAG KLEENSPEC FOR ILUM SYS 590 SERIES MED DISP,WELCH ALLYN INC,MAIN,AA03,MAIN AA03,_A20,13 Vaginal exam specula,Active,Room 2
000000000000520631,ESU-501,ESU501,PACK FILTER HEPA TUBING ADAPTER ESU-501,UTAH MEDICAL PRODUCTS INC,MAIN,AA03,MAIN AA03,_A30,24 Surgical smoke evacuators,Active,Room 2
000000000000565925,SEA3715,SEA3715,TUB SMOKE EVAC SPONGE GUARD RAPIDVAC 10IN 7/8IN STER DISP,COVIDIEN LTD,MAIN,AA03,MAIN AA03,_A35,19 Surgical lasers,Active,Room 2
000000000000166308,0406-630-125,0406630125,CANN MONOPOLAR CRV RF GENTR 20GA 100MM LGTH 10MM ACTIVE TIP,STRYKER CORP,MAIN,AA03,MAIN AA03,_B05,24 Endoscopic monopolar or bipolar hand instruments,Active,Room 2
000000000001458581,0406630150,0406630150,CANN CRV 5MM TIP 22GA 100MM,STRYKER CORP,MAIN,AA03,MAIN AA03,_B10,01 Surgical irrigation or suction handpieces or cannulas,Active,Room 2
000000000000068972,0406-840-125,0406840125,CANN MONOPOLAR CRV RF GENTR 18GA 100X10MM ACTIVE TIP,STRYKER CORP,MAIN,AA03,MAIN AA03,_B15,24 Endoscopic monopolar or bipolar hand instruments,Active,Room 2
000000000001031281,0406-660-125,0406660125,CANN VENOM RF 20GA 10MM TIP 100MM,STRYKER CORP,MAIN,AA03,MAIN AA03,_B20,43 Electrosurgical or electrocautery accessories or attach,Active,Room 2
000000000000578205,0406-660-225,0406660225,CANN VENOM RF 20GA 10X150MM,STRYKER CORP,MAIN,AA03,MAIN AA03,_B25,43 Electrosurgical or electrocautery accessories or attach,Active,Room 2
000000000000586892,0406-860-125,0406860125,CANN RF ABL VENOM 18GA 10X100MM,STRYKER CORP,MAIN,AA03,MAIN AA03,_B30,43 Electrosurgical or electrocautery accessories or attach,Active,Room 2
000000000001031282,0406-860-225,0406860225,CANN VENOM RF 18GA 150MM LGTH,STRYKER CORP,MAIN,AA03,MAIN AA03,_C05,06 Medical radiology & fluoroscopy RF equipment,Active,Room 2
000000000000592742,1114249,1114249,SOL INJ IOHEXOL OMP 240 MG/ML 0407-1412-20 20 ML IN 1 VI GLS,GE HEALTHCARE,MAIN,AA03,MAIN AA03,_C70,44 Iohexol,Active,Room 2
000000000000581620,50419032528,50419032528,CONTRAST GADAVIST GADOBUTROL 10ML PRE-FD INJ SYR BHL,BAYER HEALTHCARE LLC,MAIN,AA03,MAIN AA03,_D05,04 Gadolinium,Active,Room 2
000000000001009566,900-152,900152,EXCISOR BIOSPSY CONE CERV FISCHER LRG BLU STER DISP,COOPER SURGICAL INC,MAIN,AA03,MAIN AA03,_D15,54 Endoscopic tissue or specimen removing devices,Active,Room 2
000000000000598545,332114,332114,TRAY ANES SPRT W/PROCEDU DRUGS W/O EXTN ST ST200D,B BRAUN MEDICAL INC,MAIN,AA03,MAIN AA03,_E05,35 Anesthesia nerve block tray or needle,Active,Room 2
000000000001013179,554-1003-001,5541003001,ASP ULTRASONIC TX 1,TENEX HEALTH,MAIN,AA03,MAIN AA03,_E10,23 Surgical suction or extractors or ultrasonic aspirators,Active,Room 2
000000000001013856,554-2003-001,5542003001,PK PROC TENEX TX 2,TENEX HEALTH,MAIN,AA03,MAIN AA03,_E15,23 Surgical suction or extractors or ultrasonic aspirators,Active,Room 2
000000000001105758,554-3003-001,5543003001,PK PROC TENEX TX-BONE,TENEX HEALTH,MAIN,AA03,MAIN AA03,_E20,04 Ultrasound bone densitometers,Active,Room 2
000000000000525100,371603,371603,BRUSH SCRUB DRY HAND SURG E-Z SCRUB GRN STER DISP,MEDLINE INDUSTRIES INC,MAIN,AA04,MAIN AA04,_A05,08 Surgeons hand scrub brushes or solutions or access,Active,Room 2
000000000000060611,371073,371073,BRUSH SURG PREOPERATIVE CHG 4% E-Z SCRUB LF RED STER,MEDLINE INDUSTRIES INC,MAIN,AA04,MAIN AA04,_A10,08 Surgeons hand scrub brushes or solutions or access,Active,Room 2
000000000001002471,372053,372053,BRUSH SURG PREOPERATIVE PVP IMPREGNATED 1% E-Z SCRUB 18ML,MEDLINE INDUSTRIES INC,MAIN,AA04,MAIN AA04,_A15,08 Surgeons hand scrub brushes or solutions or access,Active,Room 2
000000000001000425,9204,9204,CLNR NAIL HAND HYGIENE 3M AVAGARD WHT,MEDLINE INDUSTRIES INC,MAIN,AA04,MAIN AA04,_B05,17 Manicure implements,Active,Room 2
000000000000134382,9200,9200,SCRUB SURG HAND ANTSPT SURG HEALTHCARE 3M CHG 1% SOL 500ML,MEDLINE INDUSTRIES INC,MAIN,AA04,MAIN AA04,_B10,21 Surgical prep scrub or paint solutions,Active,Room 2
000000000001016260,NONASMBLD,NONASMBLD,GLASSES SFTY PRE ASSEMBLED FRAME DURABLE LENS ASST COLORS,MEDLINE INDUSTRIES INC,MAIN,AA04,MAIN AA04,_B15,18 Safety Glasses,Active,Room 2
000000000001515204,NONSH400,NONSH400,CVR BEARD SPUNBOND PRLYPROPYLENE ELAS CLSR LF UNIV WHT,MEDLINE INDUSTRIES INC,MAIN,AA04,MAIN AA04,_B20,02 Medical staff beard covers,Active,Room 2
000000000000572515,NONFS300,NONFS300,SHIELD FACE FULL LGTH ANTI FOG LF W/FOAM AND ELAS BAND,MEDLINE INDUSTRIES INC,MAIN,AA04,MAIN AA04,_B25,13 ASTM rated surgical masks/ tie back mask,Active,Room 2
000000000000414181,NON28625,NON28625,CAP SURG SHEER GUARD TIE BCK FLU REPELLENT PPL LF BLU,MEDLINE INDUSTRIES INC,MAIN,AA04,MAIN AA04,_B30,11 Surgeon caps or hoods,Active,Room 2
000000000000581652,CRI1009,CRI1009,CAP BOUFFANT SPUNBOND REG LRG 24IN RED,MEDLINE INDUSTRIES INC,MAIN,AA04,MAIN AA04,_B35,04 Medical staff bouffant caps,Active,Room 2
000000000000541840,NON27361A,NON27361A,MASK FACE SURG PLEATED CELLULOSE FOAM ANTI FOG GRN,MEDLINE INDUSTRIES INC,MAIN,AA04,MAIN AA04,_C05,13 ASTM rated surgical masks/ tie back mask,Active,Room 2
000000000000433091,NON27382,NON27382,MASK FACE SURG CHMB CELLULOSE FOAM LF GRN N/S DISP W/TIES,MEDLINE INDUSTRIES INC,MAIN,AA04,MAIN AA04,_C10,13 ASTM rated surgical masks/ tie back mask,Active,Room 2
000000000001020341,NON27386,NON27386,MASK FACE SURG SPUNBOUND PPL PLEATED SENSITIVE SKIN LF WHT,MEDLINE INDUSTRIES INC,MAIN,AA04,MAIN AA04,_C15,27 Unrated surgical masks/tie backs,Active,Room 2
000000000001016591,NON27408,NON27408,MASK FACE SURG PROHIBIT EXTRA FLU PROT FOG FREE TIES BLU,MEDLINE INDUSTRIES INC,MAIN,AA04,MAIN AA04,_C20,13 ASTM rated surgical masks/ tie back mask,Active,Room 2
000000000001025412,NON27712,NON27712,MASK SURG FACE MAX FLU PROTECT TIES ANTI FOG STRIP CELLULOSE,MEDLINE INDUSTRIES INC,MAIN,AA04,MAIN AA04,_C25,13 ASTM rated surgical masks/ tie back mask,Active,Room 2
000000000000511102,NON27410,NON27410,MASK FACE SURG ANTI FOG EYESHIELD FLU RESIS PLEATED FOAM PUR,MEDLINE INDUSTRIES INC,MAIN,AA04,MAIN AA04,_C30,13 ASTM rated surgical masks/ tie back mask,Active,Room 2
